Farm_ID,Crop_Type,Farm_Area(acres),Irrigation_Type,Fertilizer_Used(tons),Pesticide_Used(kg),Yield(tons),Soil_Type,Season,Water_Usage(cubic meters)
F3130,Sugarcane,82.3,Rain-fed,1.55,0.51,1778.03,Clay,Kharif,24860.96
F3131,Sugarcane,242.04,Flood,3.88,4.27,5996.56,Silty,Rabi,110847.84
F3132,Cotton,397.4,Rain-fed,6.27,2.71,4400.83,Clay,Kharif,179590.59
F3133,Sugarcane,147.26,Sprinkler,4.21,1.8,3492.39,Clay,Kharif,58864.22
F3134,Tomato,420.19,Flood,8.34,4.51,8688.89,Sandy,Kharif,170216.55
F3135,Cotton,325.63,Sprinkler,9.92,4.13,3724.29,Silty,Zaid,149489.96
F3136,Wheat,204.79,Sprinkler,5.2,3.75,2270.85,Peaty,Kharif,80794.8
F3137,Potato,217.47,Drip,4.01,4.31,3330.54,Sandy,Kharif,51287.84
F3138,Barley,463.74,Sprinkler,18.57,2.46,2690.01,Clay,Kharif,68778.09
F3139,Carrot,116.72,Sprinkler,1.87,1.27,1637.61,Peaty,Rabi,31368.28
F3140,Soybean,349.75,Flood,14.67,6.04,2008.46,Loamy,Rabi,47194.03
F3141,Sugarcane,356.57,Flood,11.57,3.53,6673.69,Loamy,Rabi,52169.76
F3142,Wheat,462.0,Manual,20.0,6.81,5924.43,Sandy,Rabi,221791.97
F3143,Maize,359.45,Drip,3.66,7.15,3874.5,Peaty,Zaid,133124.21
F3144,Maize,296.39,Sprinkler,11.85,4.36,3686.64,Silty,Zaid,130601.9
F3145,Soybean,452.24,Drip,5.45,3.02,4517.69,Peaty,Kharif,161520.48
F3146,Barley,416.27,Rain-fed,19.98,7.34,3350.77,Sandy,Zaid,111318.52
F3147,Sugarcane,361.22,Sprinkler,13.77,7.04,6511.96,Silty,Rabi,39757.19
F3148,Tomato,25.96,Drip,0.59,0.41,580.86,Silty,Kharif,12523.06
F3149,Soybean,193.03,Manual,4.4,2.18,1047.34,Loamy,Kharif,24779.2
F3150,Barley,319.63,Manual,14.21,6.15,3087.36,Peaty,Rabi,109972.17
F3151,Sugarcane,265.9,Sprinkler,12.26,5.19,4974.5,Silty,Rabi,37460.72
F3152,Wheat,166.47,Rain-fed,7.6,3.17,1245.4,Sandy,Rabi,35566.97
F3153,Potato,80.77,Manual,3.42,0.9,1153.51,Loamy,Zaid,14079.99
F3154,Tomato,280.97,Manual,12.01,4.73,5397.76,Silty,Kharif,90327.6
F3155,Carrot,150.1,Rain-fed,4.94,2.22,2668.09,Peaty,Rabi,68269.83
F3156,Maize,124.17,Drip,1.38,0.96,1311.35,Loamy,Kharif,43987.17
F3157,Rice,205.49,Manual,2.77,2.68,2230.01,Peaty,Kharif,75142.43
F3158,Wheat,394.89,Flood,14.21,6.4,4936.4,Peaty,Zaid,183060.56
F3159,Maize,249.05,Manual,6.49,4.59,2843.75,Peaty,Kharif,99562.03
F3160,Cotton,116.08,Drip,3.79,2.08,1306.54,Loamy,Rabi,51816.59
F3161,Rice,67.28,Drip,1.29,0.49,609.79,Silty,Rabi,17934.62
F3162,Maize,254.5,Sprinkler,9.16,3.14,3182.24,Clay,Kharif,113544.95
F3163,Barley,399.24,Flood,7.87,4.86,3919.76,Silty,Kharif,143065.31
F3164,Tomato,329.88,Drip,9.38,6.1,5227.58,Loamy,Zaid,50881.85
F3165,Maize,123.75,Rain-fed,3.61,0.62,713.78,Clay,Rabi,14291.61
F3166,Carrot,223.99,Flood,3.83,3.6,2808.99,Clay,Rabi,44262.76
F3167,Potato,429.06,Flood,19.33,6.13,6793.93,Clay,Kharif,107840.6
F3168,Barley,97.05,Rain-fed,3.01,1.83,1094.97,Sandy,Kharif,42219.99
F3169,Wheat,270.72,Manual,12.09,3.21,3048.78,Loamy,Kharif,107339.68
F3170,Wheat,184.55,Rain-fed,3.78,2.74,2336.89,Sandy,Rabi,88982.49
F3171,Wheat,70.85,Rain-fed,1.2,1.39,671.62,Clay,Kharif,22931.39
F3172,Wheat,34.45,Manual,0.37,0.56,375.85,Sandy,Zaid,13750.05
F3173,Potato,282.38,Manual,3.88,1.7,4146.5,Sandy,Zaid,59331.17
F3174,Maize,20.17,Manual,0.32,0.15,218.84,Loamy,Kharif,7498.7
F3175,Sugarcane,60.69,Manual,0.8,1.05,1405.09,Peaty,Zaid,23210.99
F3176,Maize,180.31,Manual,8.27,1.81,2220.34,Sandy,Zaid,79220.57
F3177,Cotton,31.32,Rain-fed,1.46,0.49,265.83,Sandy,Zaid,9853.6
F3178,Tomato,206.22,Sprinkler,9.79,3.2,4131.69,Clay,Zaid,74156.48
F3179,Rice,73.88,Sprinkler,3.58,1.47,551.27,Clay,Zaid,13388.29
F3180,Sugarcane,181.44,Drip,5.38,2.19,4291.97,Clay,Rabi,71614.17
F3181,Sugarcane,397.67,Sprinkler,12.41,6.39,9734.4,Silty,Kharif,173130.71
F3182,Maize,316.92,Sprinkler,4.83,1.82,3208.67,Sandy,Zaid,106958.45
F3183,Sugarcane,228.25,Rain-fed,3.53,2.73,4209.65,Clay,Kharif,33385.57
F3184,Soybean,55.0,Manual,2.25,0.43,412.31,Loamy,Zaid,12382.48
F3185,Soybean,313.38,Manual,13.86,5.52,2759.38,Silty,Rabi,90945.68
F3186,Cotton,90.22,Rain-fed,3.73,1.59,871.11,Peaty,Rabi,33458.59
F3187,Rice,47.53,Sprinkler,2.06,0.41,397.05,Sandy,Zaid,10842.44
F3188,Carrot,335.36,Rain-fed,7.06,3.28,5778.72,Sandy,Zaid,146255.15
F3189,Potato,456.91,Drip,13.09,7.1,7194.88,Loamy,Zaid,113640.63
F3190,Maize,235.69,Manual,6.69,3.79,1367.34,Peaty,Rabi,27607.53
F3191,Potato,30.09,Flood,1.5,0.45,578.47,Peaty,Rabi,12564.68
F3192,Carrot,441.35,Drip,21.17,8.81,7091.4,Silty,Kharif,157864.69
F3193,Maize,42.82,Drip,1.45,0.77,511.8,Sandy,Rabi,18016.71
F3194,Maize,435.08,Rain-fed,6.75,4.9,3520.46,Clay,Zaid,104226.35
F3195,Rice,201.99,Sprinkler,4.11,2.0,1184.49,Loamy,Kharif,21623.61
F3196,Potato,189.04,Manual,4.64,2.64,2507.58,Loamy,Rabi,24481.33
F3197,Soybean,275.97,Flood,12.4,4.76,1645.35,Loamy,Rabi,39938.57
F3198,Wheat,478.97,Drip,8.06,5.81,5570.15,Loamy,Zaid,202154.27
F3199,Potato,450.38,Flood,8.46,7.24,6757.36,Clay,Kharif,99342.71
F3200,Tomato,240.46,Sprinkler,5.77,1.27,5458.27,Clay,Rabi,120028.74
F3201,Tomato,350.95,Sprinkler,16.52,6.63,7358.46,Silty,Rabi,141558.93
F3202,Maize,294.41,Flood,8.88,4.89,3012.01,Sandy,Zaid,100235.53
F3203,Wheat,349.8,Manual,12.55,3.82,4572.96,Clay,Kharif,172606.14
F3204,Barley,416.37,Sprinkler,10.61,4.48,3027.89,Silty,Kharif,94317.77
F3205,Carrot,26.9,Flood,0.47,0.18,321.63,Peaty,Kharif,4472.35
F3206,Cotton,169.62,Drip,3.21,2.92,1697.54,Sandy,Kharif,66985.42
F3207,Wheat,480.07,Flood,20.21,7.94,3591.86,Clay,Zaid,101407.06
F3208,Cotton,475.17,Flood,21.73,6.87,5716.76,Peaty,Rabi,230181.69
F3209,Potato,15.5,Rain-fed,0.46,0.1,319.31,Silty,Rabi,7675.16
F3210,Potato,108.71,Sprinkler,2.64,0.97,2185.93,Clay,Kharif,51152.73
F3211,Cotton,496.95,Manual,21.03,5.91,5869.42,Clay,Kharif,237493.46
F3212,Carrot,251.48,Manual,9.29,2.26,3939.16,Peaty,Kharif,87079.43
F3213,Wheat,290.7,Rain-fed,3.38,3.35,3062.72,Clay,Rabi,109551.19
F3214,Barley,91.55,Manual,2.2,0.77,498.1,Loamy,Rabi,12605.73
F3215,Maize,448.22,Flood,16.71,4.59,5227.18,Clay,Kharif,181629.54
F3216,Rice,123.32,Rain-fed,4.06,1.82,888.61,Sandy,Zaid,22299.29
F3217,Potato,102.93,Drip,5.06,1.89,2021.54,Peaty,Rabi,44889.74
F3218,Tomato,121.78,Sprinkler,5.44,1.31,2742.13,Sandy,Rabi,59016.13
F3219,Carrot,460.61,Sprinkler,5.71,7.08,5675.69,Silty,Kharif,85191.16
F3220,Rice,354.39,Sprinkler,13.83,2.49,2262.96,Sandy,Zaid,46501.02
F3221,Barley,386.61,Flood,9.07,5.07,3313.04,Loamy,Kharif,113492.36
F3222,Sugarcane,194.75,Drip,7.26,3.67,4709.82,Loamy,Kharif,81135.79
F3223,Maize,455.5,Rain-fed,15.8,2.47,5282.11,Sandy,Zaid,185959.31
F3224,Potato,396.81,Rain-fed,11.95,3.58,7237.21,Silty,Zaid,150282.78
F3225,Maize,377.79,Sprinkler,16.67,2.64,4611.92,Clay,Zaid,161800.45
F3226,Rice,485.76,Drip,18.63,6.31,3540.08,Loamy,Rabi,82577.06
F3227,Maize,189.44,Drip,8.63,2.88,2054.36,Sandy,Kharif,68343.95
F3228,Sugarcane,309.38,Drip,6.58,1.82,6966.54,Sandy,Rabi,105891.03
F3229,Rice,455.87,Manual,10.91,2.76,3095.64,Sandy,Zaid,73564.25
F3230,Potato,397.54,Manual,13.87,7.17,6360.69,Clay,Rabi,105653.36
F3231,Wheat,286.06,Sprinkler,13.92,3.39,3491.02,Peaty,Zaid,126153.96
F3232,Tomato,47.34,Drip,1.18,0.57,1065.61,Silty,Zaid,23138.34
F3233,Rice,329.83,Drip,3.72,6.32,3603.86,Peaty,Kharif,120776.18
F3234,Soybean,268.01,Rain-fed,7.46,2.63,3280.15,Silty,Kharif,125637.81
F3235,Sugarcane,100.25,Rain-fed,3.18,1.85,1877.16,Silty,Kharif,15319.93
F3236,Rice,442.3,Sprinkler,18.59,8.68,6005.59,Sandy,Rabi,216739.68
F3237,Rice,178.19,Drip,6.98,1.54,1098.61,Loamy,Kharif,20207.41
F3238,Soybean,199.87,Sprinkler,9.71,2.54,1846.48,Sandy,Zaid,62138.82
F3239,Potato,339.48,Rain-fed,14.02,4.42,5108.95,Clay,Kharif,73463.9
F3240,Rice,249.51,Rain-fed,5.48,4.49,3022.3,Silty,Rabi,106182.97
F3241,Tomato,53.75,Manual,1.92,0.51,887.21,Loamy,Kharif,10051.76
F3242,Maize,199.85,Sprinkler,7.37,3.39,1140.41,Silty,Kharif,20906.33
F3243,Potato,56.29,Sprinkler,2.81,1.1,913.42,Silty,Kharif,14963.92
F3244,Tomato,103.47,Drip,1.61,1.82,1562.82,Sandy,Rabi,13000.01
F3245,Potato,13.52,Drip,0.24,0.25,202.68,Loamy,Zaid,2919.84
F3246,Tomato,98.84,Manual,1.6,1.54,1949.48,Loamy,Zaid,35336.43
F3247,Sugarcane,171.92,Flood,5.77,3.19,3452.21,Silty,Zaid,37457.97
F3248,Tomato,273.73,Flood,4.22,2.05,4548.58,Loamy,Kharif,54284.8
F3249,Cotton,460.45,Flood,16.69,7.22,2549.41,Loamy,Kharif,74683.52
F3250,Tomato,274.76,Sprinkler,11.58,4.39,4360.62,Sandy,Rabi,42332.0
F3251,Wheat,355.75,Sprinkler,9.72,4.12,3351.33,Peaty,Zaid,110403.18
F3252,Wheat,185.26,Rain-fed,6.01,1.15,1968.01,Clay,Kharif,69029.06
F3253,Carrot,378.3,Sprinkler,17.59,5.42,5485.69,Peaty,Kharif,106337.33
F3254,Cotton,314.03,Sprinkler,10.29,1.81,1671.82,Loamy,Kharif,46928.99
F3255,Cotton,235.3,Sprinkler,4.32,2.53,2206.3,Silty,Rabi,84496.49
F3256,Maize,104.95,Manual,2.49,1.14,1033.1,Clay,Zaid,33881.91
F3257,Cotton,158.74,Sprinkler,4.95,3.17,1155.56,Clay,Rabi,40082.22
F3258,Maize,314.26,Drip,5.09,2.98,2549.13,Silty,Zaid,72915.04
F3259,Carrot,218.77,Drip,7.55,3.79,2673.19,Clay,Zaid,37903.93
F3260,Carrot,445.8,Rain-fed,22.28,2.58,5359.74,Silty,Kharif,70668.03
F3261,Sugarcane,125.07,Manual,4.52,1.62,2552.73,Clay,Kharif,29455.48
F3262,Wheat,45.81,Drip,1.14,0.6,254.82,Peaty,Kharif,5343.34
F3263,Tomato,298.78,Manual,6.95,4.31,5403.72,Clay,Kharif,82060.44
F3264,Tomato,444.16,Manual,20.99,7.62,8683.09,Sandy,Kharif,151295.7
F3265,Soybean,188.72,Rain-fed,8.47,3.1,2357.67,Silty,Zaid,89956.61
F3266,Soybean,327.38,Manual,9.46,5.37,3220.93,Clay,Kharif,114690.94
F3267,Barley,123.39,Sprinkler,2.98,1.42,1199.53,Silty,Kharif,43141.66
F3268,Potato,283.65,Manual,10.9,4.51,4446.21,Sandy,Rabi,70846.41
F3269,Sugarcane,395.53,Rain-fed,8.93,4.89,7376.63,Clay,Rabi,60645.09
F3270,Barley,434.85,Rain-fed,6.43,2.61,3516.03,Clay,Zaid,121224.08
F3271,Barley,61.51,Rain-fed,1.38,1.13,571.02,Sandy,Zaid,20880.28
F3272,Rice,184.62,Drip,5.05,3.39,2118.77,Sandy,Rabi,71931.8
F3273,Rice,323.43,Sprinkler,6.54,3.18,3959.02,Sandy,Rabi,139213.68
F3274,Barley,27.01,Drip,0.5,0.51,181.82,Silty,Kharif,5466.9
F3275,Cotton,348.4,Flood,3.57,5.7,2059.96,Sandy,Kharif,68456.71
F3276,Potato,268.74,Sprinkler,9.47,2.96,4654.85,Silty,Zaid,87640.37
F3277,Sugarcane,151.4,Manual,5.24,1.51,3369.32,Peaty,Rabi,49417.06
F3278,Barley,409.18,Rain-fed,7.17,8.03,2551.19,Clay,Zaid,76590.08
F3279,Tomato,152.12,Flood,7.26,2.39,2970.19,Clay,Kharif,50960.32
F3280,Potato,495.79,Sprinkler,13.08,5.3,7692.75,Loamy,Zaid,118173.11
F3281,Rice,410.02,Drip,4.52,6.0,4390.83,Peaty,Zaid,145855.26
F3282,Tomato,356.91,Rain-fed,6.71,4.84,5998.94,Sandy,Zaid,77241.8
F3283,Rice,40.06,Drip,1.51,0.52,421.08,Sandy,Kharif,13496.99
F3284,Rice,453.11,Sprinkler,8.19,6.65,5336.3,Peaty,Zaid,184563.43
F3285,Potato,397.13,Sprinkler,4.83,5.19,8097.16,Sandy,Kharif,195411.75
F3286,Rice,122.22,Flood,4.24,1.81,1598.88,Loamy,Rabi,56763.36
F3287,Carrot,202.2,Manual,6.21,3.76,2970.01,Silty,Zaid,60946.7
F3288,Wheat,141.63,Drip,5.73,2.82,1303.09,Clay,Zaid,41828.79
F3289,Carrot,492.36,Flood,20.14,7.7,7036.83,Peaty,Kharif,135439.45
F3290,Wheat,428.56,Rain-fed,20.74,8.11,2340.96,Clay,Zaid,47612.7
F3291,Soybean,465.81,Manual,5.72,8.33,2823.86,Silty,Kharif,77502.37
F3292,Soybean,396.5,Flood,4.58,3.74,2072.78,Peaty,Zaid,49037.31
F3293,Rice,233.61,Drip,11.56,4.44,2688.8,Silty,Rabi,88431.45
F3294,Sugarcane,110.66,Sprinkler,3.96,0.67,2332.11,Sandy,Rabi,29358.16
F3295,Sugarcane,111.96,Rain-fed,4.32,1.11,2036.45,Sandy,Rabi,14051.78
F3296,Wheat,84.32,Drip,1.17,1.23,892.3,Sandy,Zaid,31725.45
F3297,Tomato,277.86,Manual,3.55,3.59,5470.78,Silty,Zaid,99410.56
F3298,Potato,460.78,Manual,7.56,6.05,8456.1,Silty,Rabi,178777.18
F3299,Rice,495.98,Sprinkler,13.44,8.39,5229.92,Silty,Rabi,168600.65
F3300,Potato,150.78,Sprinkler,2.17,1.19,2097.88,Clay,Kharif,24820.26
F3301,Carrot,351.68,Rain-fed,9.8,6.94,3912.41,Silty,Kharif,43804.69
F3302,Sugarcane,302.58,Rain-fed,9.82,3.5,7310.93,Sandy,Rabi,129157.36
F3303,Cotton,249.58,Sprinkler,2.5,4.8,1459.74,Loamy,Rabi,46502.4
F3304,Carrot,336.23,Sprinkler,4.9,3.61,5034.84,Silty,Zaid,106587.78
F3305,Carrot,191.97,Manual,4.8,2.69,2795.0,Loamy,Rabi,56455.22
F3306,Wheat,472.8,Sprinkler,5.74,5.56,5872.25,Sandy,Kharif,221468.3
F3307,Maize,355.67,Flood,5.46,5.38,3495.11,Silty,Kharif,114161.48
F3308,Carrot,379.56,Drip,7.31,2.94,5815.23,Clay,Kharif,126016.0
F3309,Rice,128.79,Sprinkler,3.5,1.42,1065.13,Clay,Kharif,29337.9
F3310,Barley,92.61,Rain-fed,3.57,0.56,1152.96,Loamy,Kharif,44772.56
F3311,Barley,203.23,Flood,3.11,2.84,1924.47,Clay,Kharif,70103.05
F3312,Rice,385.67,Rain-fed,15.24,7.5,2212.84,Clay,Rabi,39335.26
F3313,Maize,470.01,Flood,20.78,2.67,4735.45,Clay,Kharif,151546.69
F3314,Maize,219.39,Sprinkler,7.91,3.27,1852.7,Sandy,Kharif,53870.77
F3315,Wheat,389.34,Drip,4.57,6.47,2083.35,Clay,Kharif,43934.67
F3316,Sugarcane,240.5,Rain-fed,6.64,1.97,5074.26,Peaty,Kharif,65565.02
F3317,Potato,154.66,Flood,5.63,1.41,2937.41,Silty,Rabi,63322.67
F3318,Maize,372.24,Manual,18.29,2.99,3584.44,Clay,Zaid,112236.21
F3319,Cotton,401.12,Sprinkler,19.28,3.8,3803.36,Clay,Zaid,142711.59
F3320,Wheat,109.39,Drip,2.83,0.73,1130.52,Clay,Zaid,38932.24
F3321,Soybean,159.53,Sprinkler,5.53,1.68,1650.14,Peaty,Zaid,58773.21
F3322,Tomato,252.44,Manual,11.52,2.66,4514.71,Clay,Kharif,64382.08
F3323,Soybean,101.4,Drip,4.38,1.73,809.61,Clay,Zaid,25146.33
F3324,Wheat,465.13,Manual,13.57,7.91,2413.58,Silty,Zaid,47365.84
F3325,Carrot,299.75,Sprinkler,6.13,5.08,3569.02,Peaty,Rabi,48466.86
F3326,Potato,69.39,Flood,1.07,0.94,1402.35,Peaty,Rabi,33329.5
F3327,Tomato,100.17,Sprinkler,2.96,0.99,2152.33,Clay,Rabi,43772.98
F3328,Soybean,477.63,Sprinkler,18.59,5.33,3452.67,Peaty,Kharif,100323.88
F3329,Tomato,371.7,Sprinkler,18.14,3.63,6750.33,Loamy,Kharif,96819.9
F3330,Cotton,369.86,Rain-fed,16.45,5.08,4358.4,Peaty,Kharif,176041.0
F3331,Cotton,45.52,Manual,0.83,0.87,276.41,Peaty,Rabi,9112.96
F3332,Cotton,448.7,Manual,17.41,4.16,3810.68,Peaty,Zaid,140447.9
F3333,Wheat,227.43,Manual,4.9,2.7,1190.26,Sandy,Rabi,24751.68
F3334,Potato,333.26,Rain-fed,12.44,4.94,5866.11,Sandy,Kharif,115939.65
F3335,Wheat,480.25,Flood,17.59,8.49,6070.64,Sandy,Rabi,226691.06
F3336,Barley,59.01,Sprinkler,1.23,0.52,693.25,Peaty,Zaid,26782.7
F3337,Carrot,246.32,Flood,4.77,2.27,3619.15,Loamy,Kharif,74088.66
F3338,Carrot,34.31,Rain-fed,0.49,0.63,538.18,Peaty,Zaid,12346.77
F3339,Cotton,254.78,Manual,3.06,1.58,2182.41,Clay,Zaid,83546.37
F3340,Barley,133.61,Sprinkler,5.92,1.88,726.59,Loamy,Kharif,16940.01
F3341,Maize,456.42,Drip,5.47,8.17,3013.31,Sandy,Zaid,74620.17
F3342,Maize,205.26,Drip,2.78,3.86,2701.74,Silty,Rabi,99659.9
F3343,Cotton,320.6,Flood,6.27,1.66,1993.67,Loamy,Zaid,64884.92
F3344,Soybean,431.54,Manual,19.64,4.55,3451.47,Sandy,Zaid,109516.28
F3345,Wheat,492.01,Drip,11.47,4.36,4586.27,Loamy,Zaid,149362.98
F3346,Cotton,256.87,Flood,4.54,3.47,3080.88,Loamy,Rabi,126291.6
F3347,Sugarcane,233.32,Rain-fed,9.01,3.38,5416.66,Peaty,Zaid,87728.19
F3348,Tomato,47.11,Flood,1.07,0.94,924.77,Clay,Zaid,16576.01
F3349,Carrot,16.24,Flood,0.38,0.21,241.74,Silty,Rabi,5031.15
F3350,Maize,308.31,Flood,12.2,4.09,3432.16,Sandy,Kharif,117242.12
F3351,Rice,42.08,Sprinkler,0.84,0.47,464.07,Loamy,Kharif,15383.81
F3352,Maize,196.39,Flood,9.01,1.42,2532.99,Silty,Kharif,90560.58
F3353,Carrot,11.77,Flood,0.38,0.11,177.63,Loamy,Zaid,3727.06
F3354,Tomato,311.46,Sprinkler,9.82,2.71,5646.18,Clay,Kharif,83658.87
F3355,Carrot,218.45,Sprinkler,4.5,3.72,3746.69,Silty,Rabi,92376.27
F3356,Rice,72.24,Rain-fed,3.14,0.95,872.37,Sandy,Zaid,30334.61
F3357,Cotton,155.22,Manual,5.11,1.47,866.69,Loamy,Zaid,26066.83
F3358,Barley,289.13,Drip,4.69,3.57,1884.31,Clay,Zaid,56299.2
F3359,Rice,331.79,Drip,6.06,2.75,4439.43,Silty,Kharif,160405.42
F3360,Carrot,236.54,Flood,6.8,1.84,3384.81,Loamy,Kharif,65675.14
F3361,Carrot,403.94,Rain-fed,16.64,7.23,6028.03,Loamy,Kharif,124358.69
F3362,Sugarcane,65.1,Flood,3.1,1.25,1317.17,Sandy,Zaid,14585.63
F3363,Sugarcane,51.43,Drip,1.88,0.32,1115.06,Clay,Rabi,15038.83
F3364,Potato,31.68,Sprinkler,0.96,0.52,591.44,Peaty,Zaid,12587.69
F3365,Sugarcane,272.56,Manual,5.46,3.22,5860.93,Loamy,Rabi,79841.92
F3366,Wheat,356.05,Rain-fed,13.14,3.86,2752.68,Silty,Zaid,80437.43
F3367,Barley,73.96,Sprinkler,3.65,1.13,415.36,Sandy,Rabi,10235.47
F3368,Tomato,323.08,Manual,9.39,2.91,7114.78,Sandy,Zaid,152270.67
F3369,Rice,243.7,Rain-fed,4.02,1.29,3060.74,Loamy,Zaid,109341.18
F3370,Carrot,493.8,Rain-fed,6.98,4.05,8354.76,Loamy,Rabi,205689.91
F3371,Potato,361.56,Drip,7.51,2.81,6622.16,Loamy,Rabi,136536.1
F3372,Potato,332.16,Sprinkler,10.89,1.83,5623.42,Peaty,Rabi,101709.3
F3373,Tomato,289.52,Rain-fed,13.86,2.84,6378.91,Loamy,Rabi,132877.9
F3374,Barley,498.71,Rain-fed,10.95,6.04,5442.41,Clay,Rabi,207802.55
F3375,Rice,490.42,Manual,10.9,7.87,5962.44,Silty,Rabi,209119.34
F3376,Maize,273.68,Drip,8.0,2.71,2216.98,Loamy,Rabi,61254.31
F3377,Sugarcane,233.04,Flood,10.89,1.85,4953.92,Peaty,Rabi,62777.04
F3378,Cotton,236.44,Drip,6.33,2.0,2343.83,Silty,Zaid,90489.12
F3379,Potato,219.89,Flood,4.16,4.04,3413.72,Sandy,Rabi,54625.6
F3380,Sugarcane,270.39,Sprinkler,4.47,2.18,5856.49,Loamy,Rabi,80463.89
F3381,Sugarcane,144.06,Sprinkler,4.07,2.62,3297.99,Silty,Zaid,51659.33
F3382,Wheat,464.13,Rain-fed,19.51,5.43,4025.45,Sandy,Zaid,127682.76
F3383,Barley,250.21,Sprinkler,5.42,4.76,2754.97,Peaty,Kharif,104392.72
F3384,Cotton,422.58,Rain-fed,12.89,4.7,2142.87,Clay,Kharif,61913.41
F3385,Maize,242.9,Drip,8.29,1.86,2772.55,Loamy,Rabi,94055.91
F3386,Carrot,361.96,Sprinkler,10.14,4.79,4302.33,Clay,Rabi,57220.45
F3387,Wheat,175.07,Drip,3.09,2.42,2218.62,Peaty,Kharif,83183.06
F3388,Sugarcane,316.16,Drip,14.82,4.59,6460.21,Silty,Kharif,71329.41
F3389,Sugarcane,254.2,Sprinkler,8.29,2.84,6144.29,Silty,Rabi,106300.4
F3390,Soybean,189.89,Drip,7.44,1.09,1754.07,Peaty,Kharif,58592.51
F3391,Cotton,441.96,Sprinkler,15.66,6.36,2222.64,Peaty,Rabi,60299.09
F3392,Cotton,65.23,Sprinkler,3.26,1.24,591.83,Loamy,Zaid,21723.43
F3393,Soybean,248.59,Sprinkler,7.02,4.81,3016.76,Sandy,Zaid,115563.39
F3394,Cotton,105.24,Flood,2.84,1.47,570.62,Clay,Kharif,17143.08
F3395,Sugarcane,431.92,Drip,10.54,2.29,8759.19,Clay,Zaid,98702.87
F3396,Potato,134.2,Manual,3.28,0.88,2168.57,Silty,Zaid,36994.03
F3397,Rice,320.38,Sprinkler,6.74,5.61,2520.16,Silty,Zaid,67286.78
F3398,Sugarcane,91.13,Drip,4.49,1.59,2322.05,Loamy,Zaid,43513.8
F3399,Wheat,208.41,Rain-fed,9.34,4.0,1725.84,Peaty,Rabi,52310.35
F3400,Barley,450.69,Sprinkler,10.22,6.06,4482.27,Clay,Rabi,163699.99
F3401,Soybean,91.37,Sprinkler,2.03,1.64,612.66,Loamy,Kharif,17321.01
F3402,Maize,334.97,Manual,4.74,5.82,2374.46,Silty,Zaid,62934.2
F3403,Carrot,110.21,Flood,4.97,1.53,1348.52,Silty,Zaid,18773.16
F3404,Maize,213.72,Flood,5.32,3.58,1901.48,Clay,Zaid,58542.42
F3405,Sugarcane,274.9,Sprinkler,9.05,1.89,6068.59,Silty,Kharif,86083.8
F3406,Wheat,292.88,Drip,13.48,4.27,1613.87,Silty,Rabi,30547.18
F3407,Sugarcane,305.23,Rain-fed,8.03,5.89,7382.33,Sandy,Zaid,132216.53
F3408,Barley,323.66,Rain-fed,13.68,2.4,2873.47,Peaty,Rabi,98750.51
F3409,Potato,143.17,Drip,3.9,2.31,2006.75,Silty,Kharif,23319.55
F3410,Carrot,206.67,Sprinkler,7.86,2.03,2338.1,Sandy,Rabi,26230.01
F3411,Barley,28.29,Rain-fed,0.77,0.49,145.44,Loamy,Zaid,3543.68
F3412,Soybean,386.69,Flood,9.94,5.98,2691.55,Silty,Rabi,78520.45
F3413,Soybean,420.18,Drip,20.85,7.94,3846.6,Loamy,Rabi,125934.66
F3414,Sugarcane,107.63,Manual,3.71,1.69,2647.69,Silty,Kharif,47796.26
F3415,Wheat,108.71,Sprinkler,2.68,1.21,1349.91,Clay,Kharif,50134.42
F3416,Barley,30.6,Drip,0.62,0.16,346.23,Sandy,Kharif,13246.76
F3417,Tomato,485.49,Rain-fed,5.63,8.2,8282.69,Sandy,Kharif,112354.27
F3418,Wheat,405.52,Sprinkler,15.52,4.51,3148.95,Clay,Rabi,90278.44
F3419,Potato,186.74,Flood,4.65,2.81,3842.0,Peaty,Rabi,92435.45
F3420,Soybean,246.14,Sprinkler,10.55,1.62,2575.39,Sandy,Kharif,91688.32
F3421,Sugarcane,153.06,Sprinkler,3.76,2.81,3087.44,Loamy,Kharif,33977.22
F3422,Cotton,302.65,Flood,7.55,3.49,2036.08,Sandy,Zaid,70103.34
F3423,Soybean,361.48,Flood,14.88,6.79,3050.94,Peaty,Zaid,98994.42
F3424,Carrot,229.21,Sprinkler,6.78,3.58,3611.04,Loamy,Kharif,79930.92
F3425,Rice,438.06,Flood,19.89,2.99,5732.7,Loamy,Rabi,201154.03
F3426,Cotton,263.34,Drip,8.85,3.6,1544.3,Clay,Kharif,47223.36
F3427,Sugarcane,80.68,Flood,1.58,1.5,1477.83,Silty,Rabi,10792.42
F3428,Tomato,314.92,Flood,10.31,5.35,5655.03,Clay,Rabi,82604.51
F3429,Cotton,236.49,Sprinkler,2.4,2.67,1433.41,Silty,Zaid,46868.74
F3430,Carrot,468.48,Drip,10.54,9.05,7158.48,Clay,Kharif,154791.65
F3431,Wheat,202.03,Manual,3.7,1.82,2162.34,Silty,Kharif,76707.2
F3432,Tomato,207.4,Manual,7.5,2.2,3559.75,Sandy,Rabi,46519.6
F3433,Soybean,328.88,Rain-fed,5.08,5.34,3370.48,Loamy,Kharif,123060.1
